rank,instrument,score,pct_rank,close,ret_5d,ret_20d,ann_vol_20d,sector,sic_description
1,WDC,0.05173053654081793,0.00099601593625498,163.54,0.1749407,0.088742375,0.7101689,Manufacturing,COMPUTER STORAGE DEVICES
2,VRT,0.05173053654081793,0.00298804780876494,179.22,0.12131643,-0.070724905,0.63434285,Manufacturing,"ELECTRONIC COMPONENTS, NEC"
3,ALB,0.05173053654081793,0.0049800796812749,128.33,0.09852767,0.30642366,0.68131465,Manufacturing,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS"
4,AMD,0.05173053654081793,0.0069721115537848604,219.76,0.0784179,-0.14196473,0.6937206,Manufacturing,SEMICONDUCTORS & RELATED DEVICES
5,BLDR,0.05173053654081793,0.008964143426294821,113.18,0.11375713,-0.02573812,0.5045308,Retail,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS
6,APP,0.05173053654081793,0.010956175298804782,623.59,0.19861221,-0.021558702,0.6079068,Services,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
7,COIN,0.05173053654081793,0.012948207171314742,259.84,0.0808202,-0.2441678,0.73524517,Finance_Insurance_RealEstate,FINANCE SERVICES
8,CVNA,0.05173053654081793,0.014940239043824702,375.26,0.21098495,0.2241795,0.6957726,Retail,RETAIL-AUTO DEALERS & GASOLINE STATIONS
9,COHR,0.05173053654081793,0.01693227091633466,163.5,0.17195904,0.23901176,0.9919968,Manufacturing,OPTICAL INSTRUMENTS & LENSES
10,REGN,0.05173053654081793,0.018924302788844622,750.11,-0.007659793,0.15082848,0.3652527,Manufacturing,PHARMACEUTICAL PREPARATIONS
11,STX,0.05173053654081793,0.02091633466135458,270.1,0.1373111,0.055572987,0.72121954,Manufacturing,COMPUTER STORAGE DEVICES
12,CMG,0.05173053654081793,0.022908366533864542,34.24,0.08251667,0.080467105,0.4357694,Retail,RETAIL-EATING PLACES
13,CIEN,0.05173053654081793,0.0249003984063745,200.92,0.12711775,0.057919145,0.6313593,Manufacturing,TELEPHONE & TELEGRAPH APPARATUS
14,SNPS,0.05173053654081793,0.026892430278884463,438.29,0.12856638,-0.034220636,0.40480223,Services,SERVICES-PREPACKAGED SOFTWARE
15,SNDK,0.05173053654081793,0.02888446215139442,210.17,0.04943323,0.054382205,1.439422,Manufacturing,COMPUTER STORAGE DEVICES
16,TER,0.05173053654081793,0.030876494023904383,179.63,0.13038826,-0.01171869,0.5893982,Manufacturing,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS
17,DASH,0.05173053654081793,0.03286852589641434,205.58,0.084111094,-0.19180721,0.8048095,Services,"SERVICES-BUSINESS SERVICES, NEC"
18,LITE,0.05173053654081793,0.0348605577689243,317.93,0.24390626,0.5773467,1.3676656,Manufacturing,"COMMUNICATIONS EQUIPMENT, NEC"
19,HOOD,0.05173053654081793,0.036852589641434265,123.24,0.1485554,-0.16037607,0.90952915,Finance_Insurance_RealEstate,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES"
20,XYZ,0.05173053654081793,0.03884462151394422,64.35,0.038740873,-0.15262055,0.5429817,Services,SERVICES-PREPACKAGED SOFTWARE
21,MU,0.05173053654081793,0.04083665338645418,240.46,0.15956986,0.07458556,0.811206,Manufacturing,SEMICONDUCTORS & RELATED DEVICES
22,MPWR,0.05173053654081793,0.04282868525896414,928.35,0.06419444,-0.07626867,0.4320623,Manufacturing,SEMICONDUCTORS & RELATED DEVICES
23,DELL,0.05173053654081793,0.044820717131474105,132.09,0.0781976,-0.18467993,0.5122046,Manufacturing,ELECTRONIC COMPUTERS
24,DECK,0.05173053654081793,0.046812749003984064,92.02,0.080935,0.1290797,0.41039526,Manufacturing,RUBBER & PLASTICS FOOTWEAR
25,FSLR,0.05173053654081793,0.04880478087649402,263.54,0.05453968,-0.012736917,0.4180844,Manufacturing,SEMICONDUCTORS & RELATED DEVICES
26,LLY,0.04559338928560372,0.05079681274900399,1057.89,-0.0017079711,0.22602749,0.30627945,Manufacturing,PHARMACEUTICAL PREPARATIONS
27,DXCM,0.04451077618199043,0.052788844621513946,63.52,0.05462396,0.091033936,0.4380771,Manufacturing,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
28,ANET,0.04451077618199043,0.054780876494023904,128.11,0.09094775,-0.18758327,0.48819077,Manufacturing,COMPUTER COMMUNICATIONS EQUIPMENT
29,MCHP,0.042901240568653236,0.05677290836653386,53.43,0.049705267,-0.14402431,0.3865676,Manufacturing,SEMICONDUCTORS & RELATED DEVICES
30,DD,0.04177217281355914,0.05876494023904383,39.91,0.035547495,0.16821611,0.43155447,Manufacturing,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS"
31,SMCI,0.03829439960498685,0.060756972111553786,33.41,0.03789997,-0.35700536,0.66620064,Manufacturing,ELECTRONIC COMPUTERS
32,ORCL,0.03829439960498685,0.06274900398406374,200.94,0.010968089,-0.23483485,0.43670794,Services,SERVICES-PREPACKAGED SOFTWARE
33,AXON,0.037453014516552176,0.0647410358565737,533.21,0.021494746,-0.2717998,0.46275634,Manufacturing,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)"
34,MOS,0.037453014516552176,0.06673306772908366,24.96,0.03268516,-0.09071046,0.36898485,Manufacturing,AGRICULTURAL CHEMICALS
35,NCLH,0.037453014516552176,0.06872509960159362,18.57,0.020329595,-0.1717217,0.64737016,Transportation_Utilities,WATER TRANSPORTATION
