rank,instrument,score,pct_rank,close,ret_5d,ret_20d,ann_vol_20d,sector,sic_description
1,GNRC,0.5530829258111664,0.0009940357852882703,207.11,-0.101007044,0.12848032,0.7807206,Manufacturing,MOTORS & GENERATORS
2,KEYS,0.5228980260786179,0.002982107355864811,282.02,-0.099754214,0.22113013,0.9097272,Manufacturing,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL"
3,LITE,0.5186192853275167,0.004970178926441352,640.69,-0.18201083,0.16069138,1.1269587,Manufacturing,"COMMUNICATIONS EQUIPMENT, NEC"
4,CIEN,0.4894387089583838,0.006958250497017893,318.54,-0.099482656,0.17403805,0.74805945,Manufacturing,TELEPHONE & TELEGRAPH APPARATUS
5,MRNA,0.47237440769302835,0.008946322067594433,55.74,0.054782867,0.3591808,0.8099481,Manufacturing,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
6,TER,0.4620199781831254,0.010934393638170975,296.44,-0.090200365,-0.012228787,0.70640916,Manufacturing,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS
7,LUV,0.45893315707785043,0.012922465208747515,43.03,-0.10855609,-0.20696646,0.50218534,Transportation_Utilities,"AIR TRANSPORTATION, SCHEDULED"
8,COHR,0.45397466884219306,0.014910536779324055,252.32,-0.15586632,0.10822213,0.95341194,Manufacturing,OPTICAL INSTRUMENTS & LENSES
9,APP,0.4529267665114057,0.016898608349900597,517.23,0.19458163,0.27171016,1.1470077,Services,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
10,FIX,0.45063333068450095,0.018886679920477135,1372.4,-0.045778155,0.11553657,0.61376435,Construction,ELECTRICAL WORK
11,AMAT,0.4490658869348473,0.020874751491053677,338.94,-0.0893116,0.05094409,0.58427435,Manufacturing,SEMICONDUCTORS & RELATED DEVICES
12,PSKY,0.43353366373619695,0.02286282306163022,11.19,-0.16116947,0.059659004,1.0019652,Transportation_Utilities,TELEVISION BROADCASTING STATIONS
13,VRT,0.4316717493629552,0.02485089463220676,264.35,0.025606275,0.3516208,1.008297,Manufacturing,"ELECTRONIC COMPONENTS, NEC"
14,GLW,0.4258971815547454,0.0268389662027833,129.05,-0.18250346,0.05640149,0.7898143,Manufacturing,DRAWING & INSULATING OF NONFERROUS WIRE
15,AXON,0.4134452702264389,0.02882703777335984,559.06,-0.02265656,0.34973443,0.7433882,Manufacturing,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)"
16,Q,0.4097160931949502,0.030815109343936383,114.25,-0.07914889,0.16320503,0.61626464,Manufacturing,SEMICONDUCTORS & RELATED DEVICES
17,EXPE,0.4042533603408778,0.032803180914512925,241.54,0.13271427,0.019801497,0.7765117,Transportation_Utilities,TRANSPORTATION SERVICES
18,LRCX,0.39911385586995896,0.03479125248508946,211.15,-0.085930765,-0.08597028,0.52731603,Manufacturing,"SPECIAL INDUSTRY MACHINERY, NEC"
19,STX,0.39619528166815815,0.036779324055666,374.33,-0.013675153,-0.12808633,0.66453373,Manufacturing,COMPUTER STORAGE DEVICES
20,SNDK,0.38825177946454587,0.03876739562624255,588.73,-0.049024403,-0.015419424,0.92671883,Manufacturing,COMPUTER STORAGE DEVICES
21,FSLR,0.3765394418213013,0.040755467196819085,195.38,-0.022415698,-0.106752574,0.6357958,Manufacturing,SEMICONDUCTORS & RELATED DEVICES
22,TPL,0.35421401566101063,0.042743538767395624,539.79,0.016381264,0.4747151,0.54348093,Finance_Insurance_RealEstate,OIL ROYALTY TRADERS
23,WDC,0.3381571018757704,0.04473161033797217,262.06,-0.029694855,-0.07261658,0.71219337,Manufacturing,COMPUTER STORAGE DEVICES
24,ON,0.3358938045301079,0.04671968190854871,59.23,-0.1090554,-0.09156436,0.4745126,Manufacturing,SEMICONDUCTORS & RELATED DEVICES
25,VTRS,0.3303442440716739,0.048707753479125246,14.22,-0.09426749,-0.024691343,0.45808354,Manufacturing,PHARMACEUTICAL PREPARATIONS
26,DASH,0.326481637008332,0.05069582504970179,176.59,0.0010203123,-0.032224476,0.59843,Services,"SERVICES-BUSINESS SERVICES, NEC"
27,CVNA,0.3185628758339753,0.05268389662027833,328.26,0.015938878,-0.18681103,0.6518274,Retail,RETAIL-AUTO DEALERS & GASOLINE STATIONS
28,COIN,0.3143322862643188,0.05467196819085487,199.79,0.07854664,0.20996845,1.0793757,Finance_Insurance_RealEstate,FINANCE SERVICES
29,SW,0.311912190707857,0.05666003976143141,42.09,-0.101025164,-0.046443105,0.52496517,Manufacturing,PAPERBOARD CONTAINERS & BOXES
30,MU,0.30921755925688155,0.05864811133200795,389.32,-0.05658275,-0.013605595,0.68364555,Manufacturing,SEMICONDUCTORS & RELATED DEVICES
31,XYZ,0.30759734617715745,0.06063618290258449,65.54,0.016912341,0.17098439,0.8266763,Services,SERVICES-PREPACKAGED SOFTWARE
32,TTD,0.29754327423519317,0.06262425447316103,28.56,0.17434216,0.05621302,0.7826982,Services,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
33,APO,0.2841993392675618,0.06461232604373758,108.14,0.015876055,-0.18710065,0.46774647,Finance_Insurance_RealEstate,INVESTMENT ADVICE
34,NOW,0.2794422735397242,0.06660039761431412,121.93,0.11433017,0.21034348,0.4692484,Services,SERVICES-PREPACKAGED SOFTWARE
35,CF,0.27774263202315663,0.06858846918489066,111.04,0.06462121,0.1986183,0.42620268,Manufacturing,AGRICULTURAL CHEMICALS
36,ALB,0.275649155456813,0.0705765407554672,169.57,-0.048321843,0.037950754,0.68666345,Manufacturing,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS"
37,RCL,0.2704948050361733,0.07256461232604373,290.55,-0.034204245,-0.16508627,0.42640057,Transportation_Utilities,WATER TRANSPORTATION
38,COF,0.26574358373336626,0.07455268389662027,185.73,-0.044205487,-0.166345,0.49571759,Finance_Insurance_RealEstate,NATIONAL COMMERCIAL BANKS
39,PLTR,0.26218307150668496,0.07654075546719682,156.43,0.07756424,0.1510669,0.45643485,Services,SERVICES-PREPACKAGED SOFTWARE
40,PPG,0.25998379633990054,0.07852882703777336,108.25,-0.09186238,-0.1443364,0.31562337,Manufacturing,"PAINTS, VARNISHES, LACQUERS, ENAMELS & ALLIED PRODS"
41,VLO,0.2564472510956012,0.0805168986083499,215.95,0.004839182,0.06547272,0.34594572,Manufacturing,PETROLEUM REFINING
42,WDAY,0.2555586310762394,0.08250497017892644,148.14,0.1054399,-0.09071934,0.5350162,Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
43,TYL,0.2538906811548608,0.08449304174950298,367.35,0.035897613,0.0545429,0.72382814,Services,SERVICES-PREPACKAGED SOFTWARE
44,DDOG,0.24479508805311245,0.08648111332007952,128.56,0.15705156,0.15104306,0.7994844,Services,SERVICES-PREPACKAGED SOFTWARE
45,LYB,0.2397859757266444,0.08846918489065607,66.82,0.15445745,0.21270418,0.4283885,Manufacturing,INDUSTRIAL ORGANIC CHEMICALS
46,CRL,0.2397297089633845,0.09045725646123261,176.99,-0.009070039,-0.064584315,0.50688136,Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH
47,MPWR,0.23944407108780927,0.09244532803180915,1062.0,-0.07052457,-0.13645893,0.5037797,Manufacturing,SEMICONDUCTORS & RELATED DEVICES
48,HOOD,0.23703926357365282,0.09443339960238568,79.35,0.0072352886,-0.04189813,0.77416146,Finance_Insurance_RealEstate,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES"
49,INTU,0.23418265749588757,0.09642147117296222,473.67,0.13031554,0.06737733,0.5700552,Services,SERVICES-PREPACKAGED SOFTWARE
50,DOW,0.23013052003631335,0.09840954274353876,34.31,0.12124181,0.07960987,0.43260852,Manufacturing,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS"
51,EPAM,0.22736920893301535,0.10039761431411531,146.26,0.051020384,-0.21652025,0.8244947,Services,SERVICES-COMPUTER PROGRAMMING SERVICES
52,MCHP,0.22257264493802714,0.10238568588469185,65.0,-0.12528592,-0.14484936,0.35729173,Manufacturing,SEMICONDUCTORS & RELATED DEVICES
53,IP,0.2183267229878503,0.10437375745526839,38.39,-0.10491955,-0.17582661,0.33011067,Manufacturing,PAPER MILLS
54,APA,0.21610791303153185,0.10636182902584493,32.59,0.028400064,0.18681729,0.44737047,Mining,CRUDE PETROLEUM & NATURAL GAS
55,CEG,0.20767531214251747,0.10834990059642147,322.99,-0.012746096,0.23552132,0.4394605,Transportation_Utilities,ELECTRIC SERVICES
56,EME,0.2041533132393032,0.110337972166998,719.18,-0.022561133,-0.05909592,0.39878964,Construction,ELECTRICAL WORK
57,CCL,0.19705564873208473,0.11232604373757456,26.39,-0.094371974,-0.2235952,0.49546984,Transportation_Utilities,WATER TRANSPORTATION
58,FCX,0.19305467245826735,0.1143141153081511,60.49,-0.11421877,-0.0029668212,0.4886276,Mining,METAL MINING
59,GEV,0.19304762664585426,0.11630218687872763,830.1,-0.057967722,0.06511831,0.43202305,Manufacturing,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP)
60,IFF,0.19299810044533952,0.11829025844930417,73.16,-0.09399378,-0.022186518,0.33844066,Manufacturing,INDUSTRIAL ORGANIC CHEMICALS
61,KLAC,0.1914246249938936,0.12027833001988071,1429.1,-0.06895989,-0.009598374,0.46442917,Manufacturing,OPTICAL INSTRUMENTS & LENSES
62,TECH,0.18751018571399458,0.12226640159045726,54.87,-0.051020443,-0.17834681,0.4216108,Manufacturing,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
63,ODFL,0.18657943952836017,0.1242544731610338,197.22,-0.050685942,-0.025929749,0.50996494,Transportation_Utilities,TRUCKING (NO LOCAL)
64,EL,0.18362591113765875,0.12624254473161034,92.63,-0.07545668,-0.06876451,0.45441565,Manufacturing,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS"
65,DE,0.1790905349918786,0.12823061630218688,599.48,-0.049771786,0.02807355,0.5123429,Manufacturing,FARM MACHINERY & EQUIPMENT
66,TXN,0.17753431829138888,0.13021868787276342,196.2,-0.064912856,-0.11398125,0.25602555,Manufacturing,SEMICONDUCTORS & RELATED DEVICES
67,GDDY,0.17101048464603708,0.13220675944333996,91.69,0.039333463,-0.05688131,0.74893874,Services,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
68,CBRE,0.16618381582902966,0.1341948310139165,136.94,-0.055390775,-0.19290388,0.65783685,Finance_Insurance_RealEstate,REAL ESTATE
69,BKNG,0.16489493862152252,0.13618290258449303,177.6276,0.062421918,-0.003697455,0.56653726,Transportation_Utilities,TRANSPORTATION SERVICES
70,BLDR,0.1647026689747736,0.13817097415506957,94.95,-0.044864774,-0.23685902,0.4177244,Retail,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS
71,CAT,0.16062708024357622,0.14015904572564614,704.82,-0.06313801,-0.02944094,0.3728601,Manufacturing,CONSTRUCTION MACHINERY & EQUIP
72,FDS,0.15950925297909224,0.14214711729622267,221.04,0.0050013065,0.066177845,0.52455646,Services,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
73,KKR,0.15192576348752918,0.1441351888667992,90.94,0.003641963,-0.118798375,0.551099,Finance_Insurance_RealEstate,INVESTMENT ADVICE
74,FICO,0.15190627074075297,0.14612326043737575,1441.2,0.02391398,0.036089063,0.4521388,Services,"SERVICES-BUSINESS SERVICES, NEC"
75,BXP,0.15035328219573,0.1481113320079523,52.48,-0.066856384,-0.18912238,0.4505069,Finance_Insurance_RealEstate,REAL ESTATE INVESTMENT TRUSTS
76,DD,0.15001689795023382,0.15009940357852883,45.24,-0.08863813,-0.031885266,0.36924762,Manufacturing,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS"
